date,warehouse,orders,holiday_name,holiday,shutdown,mini_shutdown,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,id,missing
2021-02-09,Brno_1,6863.0,,0,0,0,0,0,0,0,0,0,9,15,Brno_1_2021-02-09,0
2021-02-10,Brno_1,6890.0,,0,0,0,0,0,0,0,0,0,0,15,Brno_1_2021-02-10,0
2021-02-11,Brno_1,7108.0,,0,0,0,0,0,0,0,0,0,0,15,Brno_1_2021-02-11,0
2021-02-12,Brno_1,7475.0,,0,0,0,0,0,0,0,0,0,0,14,Brno_1_2021-02-12,0
2021-02-13,Brno_1,7094.0,,0,0,0,0,0,0,0,0,0,0,12,Brno_1_2021-02-13,0
2021-02-14,Brno_1,6131.0,,0,0,0,0,0,0,0,0,0,0,12,Brno_1_2021-02-14,0
2021-02-15,Brno_1,6415.0,,0,0,0,0,0,0,0,0,0,0,12,Brno_1_2021-02-15,0
2021-02-16,Brno_1,6751.0,,0,0,0,0,0,0,0,0,0,0,12,Brno_1_2021-02-16,0
2021-02-17,Brno_1,6749.0,,0,0,0,0,0,0,0,0,0,1,6,Brno_1_2021-02-17,0
2021-02-18,Brno_1,6645.0,,0,0,0,0,0,0,0,0,0,0,2,Brno_1_2021-02-18,0
2021-02-19,Brno_1,7067.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-02-19,0
2021-02-20,Brno_1,7429.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-02-20,0
2021-02-21,Brno_1,6363.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-02-21,0
2021-02-22,Brno_1,6909.0,,0,0,0,0,1,0,0,0,0,0,0,Brno_1_2021-02-22,0
2021-02-23,Brno_1,6643.0,,0,0,0,0,1,0,0,0,0,0,0,Brno_1_2021-02-23,0
2021-02-24,Brno_1,6670.0,,0,0,0,0,1,0,0,0,0,0,0,Brno_1_2021-02-24,0
2021-02-25,Brno_1,6981.0,,0,0,0,0,1,0,0,0,0,0,0,Brno_1_2021-02-25,0
2021-02-26,Brno_1,7306.0,,0,0,0,0,1,0,0,0,0,0,0,Brno_1_2021-02-26,0
2021-02-27,Brno_1,7401.0,,0,0,0,0,1,0,0,0,0,1,0,Brno_1_2021-02-27,0
2021-02-28,Brno_1,6668.0,,0,0,0,0,1,0,0,0,0,0,0,Brno_1_2021-02-28,0
2021-03-01,Brno_1,6297.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-01,0
2021-03-02,Brno_1,6575.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-02,0
2021-03-03,Brno_1,7264.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-03,0
2021-03-04,Brno_1,7441.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-04,0
2021-03-05,Brno_1,7631.0,,0,0,0,0,0,0,0,0,0,4,0,Brno_1_2021-03-05,0
2021-03-06,Brno_1,7454.0,,0,0,0,0,0,0,0,0,0,4,0,Brno_1_2021-03-06,0
2021-03-07,Brno_1,6903.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-07,0
2021-03-08,Brno_1,7419.0,International womens day,0,0,0,0,0,0,0,0,0,0,1,Brno_1_2021-03-08,0
2021-03-09,Brno_1,7023.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-09,0
2021-03-10,Brno_1,7126.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-10,0
2021-03-11,Brno_1,7221.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-11,0
2021-03-12,Brno_1,7083.0,,0,0,0,0,0,0,0,0,0,3,0,Brno_1_2021-03-12,0
2021-03-13,Brno_1,7277.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-13,0
2021-03-14,Brno_1,7300.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-14,0
2021-03-15,Brno_1,7059.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-15,0
2021-03-16,Brno_1,7120.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-16,0
2021-03-17,Brno_1,7021.0,,0,0,0,0,0,0,0,0,0,0,1,Brno_1_2021-03-17,0
2021-03-18,Brno_1,7286.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-18,0
2021-03-19,Brno_1,7216.0,,0,0,0,0,0,0,0,0,0,16,0,Brno_1_2021-03-19,0
2021-03-20,Brno_1,7514.0,,0,0,0,0,0,0,0,0,0,1,1,Brno_1_2021-03-20,0
2021-03-21,Brno_1,6965.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-21,0
2021-03-22,Brno_1,7041.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-22,0
2021-03-23,Brno_1,6868.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-23,0
2021-03-24,Brno_1,6737.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-24,0
2021-03-25,Brno_1,6958.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-25,0
2021-03-26,Brno_1,7319.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-26,0
2021-03-27,Brno_1,7288.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-27,0
2021-03-28,Brno_1,6021.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-28,0
2021-03-29,Brno_1,6694.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-29,0
2021-03-30,Brno_1,6927.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-30,0
2021-03-31,Brno_1,7317.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-03-31,0
2021-04-01,Brno_1,7384.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-01,0
2021-04-02,Brno_1,8132.0,Good Friday,1,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-02,0
2021-04-03,Brno_1,7075.0,,1,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-03,0
2021-04-04,Brno_1,6975.0,,1,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-04-04,0
2021-04-05,Brno_1,5552.0,Easter Monday,1,0,0,1,0,0,0,0,0,0,0,Brno_1_2021-04-05,0
2021-04-06,Brno_1,6811.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-06,0
2021-04-07,Brno_1,6715.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-07,0
2021-04-08,Brno_1,7036.0,,0,0,0,0,0,0,0,0,0,0,1,Brno_1_2021-04-08,0
2021-04-09,Brno_1,7544.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-09,0
2021-04-10,Brno_1,6897.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-10,0
2021-04-11,Brno_1,6032.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-11,0
2021-04-12,Brno_1,6502.0,,0,0,0,0,0,0,0,0,0,0,1,Brno_1_2021-04-12,0
2021-04-13,Brno_1,6484.0,,0,0,0,0,0,0,0,0,0,7,0,Brno_1_2021-04-13,0
2021-04-14,Brno_1,7039.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-04-14,0
2021-04-15,Brno_1,6709.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-15,0
2021-04-16,Brno_1,7355.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-16,0
2021-04-17,Brno_1,6965.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-17,0
2021-04-18,Brno_1,5932.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-18,0
2021-04-19,Brno_1,6691.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-19,0
2021-04-20,Brno_1,6518.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-04-20,0
2021-04-21,Brno_1,6531.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-21,0
2021-04-22,Brno_1,6664.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-22,0
2021-04-23,Brno_1,7310.0,,0,0,0,0,0,0,0,0,0,1,0,Brno_1_2021-04-23,0
2021-04-24,Brno_1,6794.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-24,0
2021-04-25,Brno_1,5981.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-25,0
2021-04-26,Brno_1,6539.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-26,0
2021-04-27,Brno_1,6361.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-27,0
2021-04-28,Brno_1,6518.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-28,0
2021-04-29,Brno_1,6805.0,,0,0,0,0,0,0,0,0,0,1,0,Brno_1_2021-04-29,0
2021-04-30,Brno_1,7637.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-04-30,0
2021-05-01,Brno_1,6375.0,Labour Day,1,0,0,0,0,0,0,0,0,5,0,Brno_1_2021-05-01,0
2021-05-02,Brno_1,6057.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-05-02,0
2021-05-03,Brno_1,6536.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-03,0
2021-05-04,Brno_1,6259.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-04,0
2021-05-05,Brno_1,6577.0,,0,0,0,0,0,0,0,0,0,1,0,Brno_1_2021-05-05,0
2021-05-06,Brno_1,6667.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-06,0
2021-05-07,Brno_1,7695.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-07,0
2021-05-08,Brno_1,7732.0,Den osvobozeni,1,0,0,1,0,0,0,0,0,0,0,Brno_1_2021-05-08,0
2021-05-09,Brno_1,6170.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-09,0
2021-05-10,Brno_1,6243.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-10,0
2021-05-11,Brno_1,6619.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-11,0
2021-05-12,Brno_1,6453.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-12,0
2021-05-13,Brno_1,6841.0,,0,0,0,0,0,0,0,0,0,28,0,Brno_1_2021-05-13,0
2021-05-14,Brno_1,7245.0,,0,0,0,0,0,0,0,0,0,7,0,Brno_1_2021-05-14,0
2021-05-15,Brno_1,6657.0,,0,0,0,0,0,0,0,0,0,10,0,Brno_1_2021-05-15,0
2021-05-16,Brno_1,5921.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-16,0
2021-05-17,Brno_1,6463.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-05-17,0
2021-05-18,Brno_1,5169.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-18,0
2021-05-19,Brno_1,6094.0,,0,0,0,0,0,0,0,0,0,6,0,Brno_1_2021-05-19,0
2021-05-20,Brno_1,7006.0,,0,0,0,0,0,0,0,0,0,1,0,Brno_1_2021-05-20,0
2021-05-21,Brno_1,7245.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-21,0
2021-05-22,Brno_1,6525.0,,0,0,0,0,0,0,0,0,0,4,0,Brno_1_2021-05-22,0
2021-05-23,Brno_1,6079.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-23,0
2021-05-24,Brno_1,6363.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-05-24,0
2021-05-25,Brno_1,6502.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-05-25,0
2021-05-26,Brno_1,6037.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-26,0
2021-05-27,Brno_1,6319.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-27,0
2021-05-28,Brno_1,7191.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-28,0
2021-05-29,Brno_1,6225.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-29,0
2021-05-30,Brno_1,6145.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-30,0
2021-05-31,Brno_1,6343.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-05-31,0
2021-06-01,Brno_1,6395.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-01,0
2021-06-02,Brno_1,6110.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-02,0
2021-06-03,Brno_1,6478.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-03,0
2021-06-04,Brno_1,7138.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-04,0
2021-06-05,Brno_1,6295.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-05,0
2021-06-06,Brno_1,5901.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-06,0
2021-06-07,Brno_1,6289.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-07,0
2021-06-08,Brno_1,6266.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-08,0
2021-06-09,Brno_1,5999.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-09,0
2021-06-10,Brno_1,6385.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-10,0
2021-06-11,Brno_1,7153.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-06-11,0
2021-06-12,Brno_1,6176.0,,0,0,0,0,0,0,0,0,0,1,0,Brno_1_2021-06-12,0
2021-06-13,Brno_1,5793.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-13,0
2021-06-14,Brno_1,5956.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-14,0
2021-06-15,Brno_1,6323.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-15,0
2021-06-16,Brno_1,6239.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-16,0
2021-06-17,Brno_1,6233.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-17,0
2021-06-18,Brno_1,7103.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-18,0
2021-06-19,Brno_1,6411.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-19,0
2021-06-20,Brno_1,5828.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-20,0
2021-06-21,Brno_1,6107.0,,0,0,0,0,0,0,0,0,0,5,0,Brno_1_2021-06-21,0
2021-06-22,Brno_1,6659.0,,0,0,0,0,0,0,0,0,0,20,0,Brno_1_2021-06-22,0
2021-06-23,Brno_1,6074.0,,0,0,0,0,0,0,0,0,0,21,0,Brno_1_2021-06-23,0
2021-06-24,Brno_1,5993.0,,0,0,0,0,0,0,0,0,0,16,0,Brno_1_2021-06-24,0
2021-06-25,Brno_1,6401.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-25,0
2021-06-26,Brno_1,6143.0,,0,0,0,0,0,0,0,0,0,4,0,Brno_1_2021-06-26,0
2021-06-27,Brno_1,5596.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-27,0
2021-06-28,Brno_1,5986.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-28,0
2021-06-29,Brno_1,6508.0,,0,0,0,0,0,0,0,0,0,9,0,Brno_1_2021-06-29,0
2021-06-30,Brno_1,6025.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-06-30,0
2021-07-01,Brno_1,5815.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-01,0
2021-07-02,Brno_1,6717.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-02,0
2021-07-03,Brno_1,6019.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-03,0
2021-07-04,Brno_1,5188.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-04,0
2021-07-05,Brno_1,5281.0,Cyrila a Metodej,1,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-05,0
2021-07-06,Brno_1,5684.0,Jan Hus,1,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-06,0
2021-07-07,Brno_1,5919.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-07-07,0
2021-07-08,Brno_1,6199.0,,0,0,0,0,0,0,0,0,0,1,0,Brno_1_2021-07-08,0
2021-07-09,Brno_1,6035.0,,0,0,0,0,0,0,0,0,0,8,0,Brno_1_2021-07-09,0
2021-07-10,Brno_1,6101.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-10,0
2021-07-11,Brno_1,5656.0,,0,0,0,0,0,0,0,0,0,13,0,Brno_1_2021-07-11,0
2021-07-12,Brno_1,5851.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-12,0
2021-07-13,Brno_1,6123.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-13,0
2021-07-14,Brno_1,6173.0,,0,0,0,0,0,0,0,0,0,5,0,Brno_1_2021-07-14,0
2021-07-15,Brno_1,6033.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-15,0
2021-07-16,Brno_1,6371.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-16,0
2021-07-17,Brno_1,6170.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-17,0
2021-07-18,Brno_1,5822.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-18,0
2021-07-19,Brno_1,5733.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-19,0
2021-07-20,Brno_1,5779.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-20,0
2021-07-21,Brno_1,5788.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-21,0
2021-07-22,Brno_1,5807.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-22,0
2021-07-23,Brno_1,6212.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-23,0
2021-07-24,Brno_1,6044.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-24,0
2021-07-25,Brno_1,5648.0,,0,0,0,0,0,0,0,0,0,17,0,Brno_1_2021-07-25,0
2021-07-26,Brno_1,5563.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-26,0
2021-07-27,Brno_1,6005.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-27,0
2021-07-28,Brno_1,5687.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-28,0
2021-07-29,Brno_1,6003.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-29,0
2021-07-30,Brno_1,6328.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-30,0
2021-07-31,Brno_1,5617.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-07-31,0
2021-08-01,Brno_1,5457.0,,0,0,0,0,0,0,0,0,0,11,0,Brno_1_2021-08-01,0
2021-08-02,Brno_1,5962.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-08-02,0
2021-08-03,Brno_1,5919.0,,0,0,0,0,0,0,0,0,0,8,0,Brno_1_2021-08-03,0
2021-08-04,Brno_1,6076.0,,0,0,0,0,0,0,0,0,0,3,0,Brno_1_2021-08-04,0
2021-08-05,Brno_1,5986.0,,0,0,0,0,0,0,0,0,0,36,0,Brno_1_2021-08-05,0
2021-08-06,Brno_1,6335.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-06,0
2021-08-07,Brno_1,5633.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-07,0
2021-08-08,Brno_1,5402.0,,0,0,0,0,0,0,0,0,0,11,0,Brno_1_2021-08-08,0
2021-08-09,Brno_1,5570.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-09,0
2021-08-10,Brno_1,6038.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-10,0
2021-08-11,Brno_1,5847.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-11,0
2021-08-12,Brno_1,5971.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-12,0
2021-08-13,Brno_1,6321.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-13,0
2021-08-14,Brno_1,5239.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-14,0
2021-08-15,Brno_1,5375.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-15,0
2021-08-16,Brno_1,6008.0,,0,0,0,0,0,0,0,0,0,26,0,Brno_1_2021-08-16,0
2021-08-17,Brno_1,6416.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-17,0
2021-08-18,Brno_1,6080.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-18,0
2021-08-19,Brno_1,6293.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-19,0
2021-08-20,Brno_1,6566.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-20,0
2021-08-21,Brno_1,5794.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-21,0
2021-08-22,Brno_1,5889.0,,0,0,0,0,0,0,0,0,0,7,0,Brno_1_2021-08-22,0
2021-08-23,Brno_1,5889.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-08-23,0
2021-08-24,Brno_1,6331.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-24,0
2021-08-25,Brno_1,5686.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-25,0
2021-08-26,Brno_1,6079.0,,0,0,0,0,0,0,0,0,0,4,0,Brno_1_2021-08-26,0
2021-08-27,Brno_1,6553.0,,0,0,0,0,0,0,0,0,0,21,0,Brno_1_2021-08-27,0
2021-08-28,Brno_1,6117.0,,0,0,0,0,0,0,0,0,0,1,0,Brno_1_2021-08-28,0
2021-08-29,Brno_1,5942.0,,0,0,0,0,0,0,0,0,0,2,0,Brno_1_2021-08-29,0
2021-08-30,Brno_1,6008.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-30,0
2021-08-31,Brno_1,6693.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-08-31,0
2021-09-01,Brno_1,6566.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-01,0
2021-09-02,Brno_1,6569.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-02,0
2021-09-03,Brno_1,6926.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-03,0
2021-09-04,Brno_1,5981.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-04,0
2021-09-05,Brno_1,6127.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-05,0
2021-09-06,Brno_1,6176.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-06,0
2021-09-07,Brno_1,6283.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-07,0
2021-09-08,Brno_1,6013.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-08,0
2021-09-09,Brno_1,6265.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-09,0
2021-09-10,Brno_1,7100.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-10,0
2021-09-11,Brno_1,6347.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-11,0
2021-09-12,Brno_1,5905.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-12,0
2021-09-13,Brno_1,6697.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-13,0
2021-09-14,Brno_1,6625.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-14,0
2021-09-15,Brno_1,6451.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-15,0
2021-09-16,Brno_1,6835.0,,0,0,0,0,0,0,0,0,0,5,0,Brno_1_2021-09-16,0
2021-09-17,Brno_1,7353.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-17,0
2021-09-18,Brno_1,6711.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-18,0
2021-09-19,Brno_1,6682.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-19,0
2021-09-20,Brno_1,6604.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-20,0
2021-09-21,Brno_1,6680.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-21,0
2021-09-22,Brno_1,6784.0,,0,0,0,0,0,0,0,0,0,3,0,Brno_1_2021-09-22,0
2021-09-23,Brno_1,6764.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-23,0
2021-09-24,Brno_1,7623.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-24,0
2021-09-25,Brno_1,6607.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-25,0
2021-09-26,Brno_1,6201.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-26,0
2021-09-27,Brno_1,7039.0,,0,0,0,0,0,0,0,0,0,4,0,Brno_1_2021-09-27,0
2021-09-28,Brno_1,8151.0,Den ceske statnosti,1,0,0,1,0,0,0,0,0,4,0,Brno_1_2021-09-28,0
2021-09-29,Brno_1,6691.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-29,0
2021-09-30,Brno_1,6532.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-09-30,0
2021-10-01,Brno_1,7467.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-01,0
2021-10-02,Brno_1,6740.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-02,0
2021-10-03,Brno_1,6676.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-03,0
2021-10-04,Brno_1,6735.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-04,0
2021-10-05,Brno_1,6633.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-05,0
2021-10-06,Brno_1,7073.0,,0,0,0,0,0,0,0,0,0,15,0,Brno_1_2021-10-06,0
2021-10-07,Brno_1,7033.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-07,0
2021-10-08,Brno_1,7593.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-08,0
2021-10-09,Brno_1,6625.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-09,0
2021-10-10,Brno_1,6615.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-10,0
2021-10-11,Brno_1,7088.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-11,0
2021-10-12,Brno_1,7060.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-12,0
2021-10-13,Brno_1,7077.0,,0,0,0,0,0,0,0,0,0,0,0,Brno_1_2021-10-13,0
